,STNAME,CTYNAME,POPESTIMATE2019
2400,South Carolina,Union County,27316
2401,South Carolina,Williamsburg County,30368
2402,South Carolina,York County,280979
2403,South Dakota,South Dakota,884659
2404,South Dakota,Aurora County,2751
2405,South Dakota,Beadle County,18453
2406,South Dakota,Bennett County,3365
2407,South Dakota,Bon Homme County,6901
2408,South Dakota,Brookings County,35077
2409,South Dakota,Brown County,38839
2410,South Dakota,Brule County,5297
2411,South Dakota,Buffalo County,1962
2412,South Dakota,Butte County,10429
2413,South Dakota,Campbell County,1376
2414,South Dakota,Charles Mix County,9292
2415,South Dakota,Clark County,3736
2416,South Dakota,Clay County,14070
2417,South Dakota,Codington County,28009
2418,South Dakota,Corson County,4086
2419,South Dakota,Custer County,8972
2420,South Dakota,Davison County,19775
2421,South Dakota,Day County,5424
2422,South Dakota,Deuel County,4351
2423,South Dakota,Dewey County,5892
2424,South Dakota,Douglas County,2921
2425,South Dakota,Edmunds County,3829
2426,South Dakota,Fall River County,6713
2427,South Dakota,Faulk County,2299
2428,South Dakota,Grant County,7052
2429,South Dakota,Gregory County,4185
2430,South Dakota,Haakon County,1899
2431,South Dakota,Hamlin County,6164
2432,South Dakota,Hand County,3191
2433,South Dakota,Hanson County,3453
2434,South Dakota,Harding County,1298
2435,South Dakota,Hughes County,17526
2436,South Dakota,Hutchinson County,7291
2437,South Dakota,Hyde County,1301
2438,South Dakota,Jackson County,3344
2439,South Dakota,Jerauld County,2013
2440,South Dakota,Jones County,903
2441,South Dakota,Kingsbury County,4939
2442,South Dakota,Lake County,12797
2443,South Dakota,Lawrence County,25844
2444,South Dakota,Lincoln County,61128
2445,South Dakota,Lyman County,3781
2446,South Dakota,McCook County,5586
2447,South Dakota,McPherson County,2379
2448,South Dakota,Marshall County,4935
2449,South Dakota,Meade County,28332
2450,South Dakota,Mellette County,2061
2451,South Dakota,Miner County,2216
2452,South Dakota,Minnehaha County,193134
2453,South Dakota,Moody County,6576
2454,South Dakota,Oglala Lakota County,14177
2455,South Dakota,Pennington County,113775
2456,South Dakota,Perkins County,2865
2457,South Dakota,Potter County,2153
2458,South Dakota,Roberts County,10394
2459,South Dakota,Sanborn County,2344
2460,South Dakota,Spink County,6376
2461,South Dakota,Stanley County,3098
2462,South Dakota,Sully County,1391
2463,South Dakota,Todd County,10177
2464,South Dakota,Tripp County,5441
2465,South Dakota,Turner County,8384
2466,South Dakota,Union County,15932
2467,South Dakota,Walworth County,5435
2468,South Dakota,Yankton County,22814
2469,South Dakota,Ziebach County,2756
2470,Tennessee,Tennessee,6829174
2471,Tennessee,Anderson County,76978
2472,Tennessee,Bedford County,49713
2473,Tennessee,Benton County,16160
2474,Tennessee,Bledsoe County,15064
2475,Tennessee,Blount County,133088
2476,Tennessee,Bradley County,108110
2477,Tennessee,Campbell County,39842
2478,Tennessee,Cannon County,14678
2479,Tennessee,Carroll County,27767
2480,Tennessee,Carter County,56391
2481,Tennessee,Cheatham County,40667
2482,Tennessee,Chester County,17297
2483,Tennessee,Claiborne County,31959
2484,Tennessee,Clay County,7615
2485,Tennessee,Cocke County,36004
2486,Tennessee,Coffee County,56520
2487,Tennessee,Crockett County,14230
2488,Tennessee,Cumberland County,60520
2489,Tennessee,Davidson County,694144
2490,Tennessee,Decatur County,11663
2491,Tennessee,DeKalb County,20490
2492,Tennessee,Dickson County,53948
2493,Tennessee,Dyer County,37159
2494,Tennessee,Fayette County,41133
2495,Tennessee,Fentress County,18523
2496,Tennessee,Franklin County,42208
2497,Tennessee,Gibson County,49133
2498,Tennessee,Giles County,29464
2499,Tennessee,Grainger County,23320
2500,Tennessee,Greene County,69069
2501,Tennessee,Grundy County,13427
2502,Tennessee,Hamblen County,64934
2503,Tennessee,Hamilton County,367804
2504,Tennessee,Hancock County,6620
2505,Tennessee,Hardeman County,25050
2506,Tennessee,Hardin County,25652
2507,Tennessee,Hawkins County,56786
2508,Tennessee,Haywood County,17304
2509,Tennessee,Henderson County,28117
2510,Tennessee,Henry County,32345
2511,Tennessee,Hickman County,25178
2512,Tennessee,Houston County,8201
2513,Tennessee,Humphreys County,18582
2514,Tennessee,Jackson County,11786
2515,Tennessee,Jefferson County,54495
2516,Tennessee,Johnson County,17788
2517,Tennessee,Knox County,470313
2518,Tennessee,Lake County,7016
2519,Tennessee,Lauderdale County,25633
2520,Tennessee,Lawrence County,44142
2521,Tennessee,Lewis County,12268
2522,Tennessee,Lincoln County,34366
2523,Tennessee,Loudon County,54068
2524,Tennessee,McMinn County,53794
2525,Tennessee,McNairy County,25694
2526,Tennessee,Macon County,24602
2527,Tennessee,Madison County,97984
2528,Tennessee,Marion County,28907
2529,Tennessee,Marshall County,34375
2530,Tennessee,Maury County,96387
2531,Tennessee,Meigs County,12422
2532,Tennessee,Monroe County,46545
2533,Tennessee,Montgomery County,208993
2534,Tennessee,Moore County,6488
2535,Tennessee,Morgan County,21403
2536,Tennessee,Obion County,30069
2537,Tennessee,Overton County,22241
2538,Tennessee,Perry County,8076
2539,Tennessee,Pickett County,5048
2540,Tennessee,Polk County,16832
2541,Tennessee,Putnam County,80245
2542,Tennessee,Rhea County,33167
2543,Tennessee,Roane County,53382
2544,Tennessee,Robertson County,71813
2545,Tennessee,Rutherford County,332285
2546,Tennessee,Scott County,22068
2547,Tennessee,Sequatchie County,15026
2548,Tennessee,Sevier County,98250
2549,Tennessee,Shelby County,937166
2550,Tennessee,Smith County,20157
2551,Tennessee,Stewart County,13715
2552,Tennessee,Sullivan County,158348
2553,Tennessee,Sumner County,191283
2554,Tennessee,Tipton County,61599
2555,Tennessee,Trousdale County,11284
2556,Tennessee,Unicoi County,17883
2557,Tennessee,Union County,19972
2558,Tennessee,Van Buren County,5872
2559,Tennessee,Warren County,41277
2560,Tennessee,Washington County,129375
2561,Tennessee,Wayne County,16673
2562,Tennessee,Weakley County,33328
2563,Tennessee,White County,27345
2564,Tennessee,Williamson County,238412
2565,Tennessee,Wilson County,144657
2566,Texas,Texas,28995881
2567,Texas,Anderson County,57735
2568,Texas,Andrews County,18705
2569,Texas,Angelina County,86715
2570,Texas,Aransas County,23510
2571,Texas,Archer County,8553
2572,Texas,Armstrong County,1887
2573,Texas,Atascosa County,51153
2574,Texas,Austin County,30032
2575,Texas,Bailey County,7000
2576,Texas,Bandera County,23112
2577,Texas,Bastrop County,88723
2578,Texas,Baylor County,3509
2579,Texas,Bee County,32565
2580,Texas,Bell County,362924
2581,Texas,Bexar County,2003554
2582,Texas,Blanco County,11931
2583,Texas,Borden County,654
2584,Texas,Bosque County,18685
2585,Texas,Bowie County,93245
2586,Texas,Brazoria County,374264
2587,Texas,Brazos County,229211
2588,Texas,Brewster County,9203
2589,Texas,Briscoe County,1546
2590,Texas,Brooks County,7093
2591,Texas,Brown County,37864
2592,Texas,Burleson County,18443
2593,Texas,Burnet County,48155
2594,Texas,Caldwell County,43664
2595,Texas,Calhoun County,21290
2596,Texas,Callahan County,13943
2597,Texas,Cameron County,423163
2598,Texas,Camp County,13094
2599,Texas,Carson County,5926
2600,Texas,Cass County,30026
2601,Texas,Castro County,7530
2602,Texas,Chambers County,43837
2603,Texas,Cherokee County,52646
2604,Texas,Childress County,7306
2605,Texas,Clay County,10471
2606,Texas,Cochran County,2853
2607,Texas,Coke County,3387
2608,Texas,Coleman County,8175
2609,Texas,Collin County,1034730
2610,Texas,Collingsworth County,2920
2611,Texas,Colorado County,21493
2612,Texas,Comal County,156209
2613,Texas,Comanche County,13635
2614,Texas,Concho County,2726
2615,Texas,Cooke County,41257
2616,Texas,Coryell County,75951
2617,Texas,Cottle County,1398
2618,Texas,Crane County,4797
2619,Texas,Crockett County,3464
2620,Texas,Crosby County,5737
2621,Texas,Culberson County,2171
2622,Texas,Dallam County,7287
2623,Texas,Dallas County,2635516
2624,Texas,Dawson County,12728
2625,Texas,Deaf Smith County,18546
2626,Texas,Delta County,5331
2627,Texas,Denton County,887207
2628,Texas,DeWitt County,20160
2629,Texas,Dickens County,2211
2630,Texas,Dimmit County,10124
2631,Texas,Donley County,3278
2632,Texas,Duval County,11157
2633,Texas,Eastland County,18360
2634,Texas,Ector County,166223
2635,Texas,Edwards County,1932
2636,Texas,Ellis County,184826
2637,Texas,El Paso County,839238
2638,Texas,Erath County,42698
2639,Texas,Falls County,17297
2640,Texas,Fannin County,35514
2641,Texas,Fayette County,25346
2642,Texas,Fisher County,3830
2643,Texas,Floyd County,5712
2644,Texas,Foard County,1155
2645,Texas,Fort Bend County,811688
2646,Texas,Franklin County,10725
2647,Texas,Freestone County,19717
2648,Texas,Frio County,20306
2649,Texas,Gaines County,21492
2650,Texas,Galveston County,342139
2651,Texas,Garza County,6229
2652,Texas,Gillespie County,26988
2653,Texas,Glasscock County,1409
2654,Texas,Goliad County,7658
2655,Texas,Gonzales County,20837
2656,Texas,Gray County,21886
2657,Texas,Grayson County,136212
2658,Texas,Gregg County,123945
2659,Texas,Grimes County,28880
2660,Texas,Guadalupe County,166847
2661,Texas,Hale County,33406
2662,Texas,Hall County,2964
2663,Texas,Hamilton County,8461
2664,Texas,Hansford County,5399
2665,Texas,Hardeman County,3933
2666,Texas,Hardin County,57602
2667,Texas,Harris County,4713325
2668,Texas,Harrison County,66553
2669,Texas,Hartley County,5576
2670,Texas,Haskell County,5658
2671,Texas,Hays County,230191
2672,Texas,Hemphill County,3819
2673,Texas,Henderson County,82737
2674,Texas,Hidalgo County,868707
2675,Texas,Hill County,36649
2676,Texas,Hockley County,23021
2677,Texas,Hood County,61643
2678,Texas,Hopkins County,37084
2679,Texas,Houston County,22968
2680,Texas,Howard County,36664
2681,Texas,Hudspeth County,4886
2682,Texas,Hunt County,98594
2683,Texas,Hutchinson County,20938
2684,Texas,Irion County,1536
2685,Texas,Jack County,8935
2686,Texas,Jackson County,14760
2687,Texas,Jasper County,35529
2688,Texas,Jeff Davis County,2274
2689,Texas,Jefferson County,251565
2690,Texas,Jim Hogg County,5200
2691,Texas,Jim Wells County,40482
2692,Texas,Johnson County,175817
2693,Texas,Jones County,20083
2694,Texas,Karnes County,15601
2695,Texas,Kaufman County,136154
2696,Texas,Kendall County,47431
2697,Texas,Kenedy County,404
2698,Texas,Kent County,762
2699,Texas,Kerr County,52600
2700,Texas,Kimble County,4337
2701,Texas,King County,272
2702,Texas,Kinney County,3667
2703,Texas,Kleberg County,30680
2704,Texas,Knox County,3664
2705,Texas,Lamar County,49859
2706,Texas,Lamb County,12893
2707,Texas,Lampasas County,21428
2708,Texas,La Salle County,7520
2709,Texas,Lavaca County,20154
2710,Texas,Lee County,17239
2711,Texas,Leon County,17404
2712,Texas,Liberty County,88219
2713,Texas,Limestone County,23437
2714,Texas,Lipscomb County,3233
2715,Texas,Live Oak County,12207
2716,Texas,Llano County,21795
2717,Texas,Loving County,169
2718,Texas,Lubbock County,310569
2719,Texas,Lynn County,5951
2720,Texas,McCulloch County,7984
2721,Texas,McLennan County,256623
2722,Texas,McMullen County,743
2723,Texas,Madison County,14284
2724,Texas,Marion County,9854
2725,Texas,Martin County,5771
2726,Texas,Mason County,4274
2727,Texas,Matagorda County,36643
2728,Texas,Maverick County,58722
2729,Texas,Medina County,51584
2730,Texas,Menard County,2138
2731,Texas,Midland County,176832
2732,Texas,Milam County,24823
2733,Texas,Mills County,4873
2734,Texas,Mitchell County,8545
2735,Texas,Montague County,19818
2736,Texas,Montgomery County,607391
2737,Texas,Moore County,20940
2738,Texas,Morris County,12388
2739,Texas,Motley County,1200
2740,Texas,Nacogdoches County,65204
2741,Texas,Navarro County,50113
2742,Texas,Newton County,13595
2743,Texas,Nolan County,14714
2744,Texas,Nueces County,362294
2745,Texas,Ochiltree County,9836
2746,Texas,Oldham County,2112
2747,Texas,Orange County,83396
2748,Texas,Palo Pinto County,29189
2749,Texas,Panola County,23194
2750,Texas,Parker County,142878
2751,Texas,Parmer County,9605
2752,Texas,Pecos County,15823
2753,Texas,Polk County,51353
2754,Texas,Potter County,117415
2755,Texas,Presidio County,6704
2756,Texas,Rains County,12514
2757,Texas,Randall County,137713
2758,Texas,Reagan County,3849
2759,Texas,Real County,3452
2760,Texas,Red River County,12023
2761,Texas,Reeves County,15976
2762,Texas,Refugio County,6948
2763,Texas,Roberts County,854
2764,Texas,Robertson County,17074
2765,Texas,Rockwall County,104915
2766,Texas,Runnels County,10264
2767,Texas,Rusk County,54406
2768,Texas,Sabine County,10542
2769,Texas,San Augustine County,8237
2770,Texas,San Jacinto County,28859
2771,Texas,San Patricio County,66730
2772,Texas,San Saba County,6055
2773,Texas,Schleicher County,2793
2774,Texas,Scurry County,16703
2775,Texas,Shackelford County,3265
2776,Texas,Shelby County,25274
2777,Texas,Sherman County,3022
2778,Texas,Smith County,232751
2779,Texas,Somervell County,9128
2780,Texas,Starr County,64633
2781,Texas,Stephens County,9366
2782,Texas,Sterling County,1291
2783,Texas,Stonewall County,1350
2784,Texas,Sutton County,3776
2785,Texas,Swisher County,7397
2786,Texas,Tarrant County,2102515
2787,Texas,Taylor County,138034
2788,Texas,Terrell County,776
2789,Texas,Terry County,12337
2790,Texas,Throckmorton County,1501
2791,Texas,Titus County,32750
2792,Texas,Tom Green County,119200
2793,Texas,Travis County,1273954
2794,Texas,Trinity County,14651
2795,Texas,Tyler County,21672
2796,Texas,Upshur County,41753
2797,Texas,Upton County,3657
2798,Texas,Uvalde County,26741
2799,Texas,Val Verde County,49025
2800,Texas,Van Zandt County,56590
2801,Texas,Victoria County,92084
2802,Texas,Walker County,72971
2803,Texas,Waller County,55246
2804,Texas,Ward County,11998
2805,Texas,Washington County,35882
2806,Texas,Webb County,276652
2807,Texas,Wharton County,41556
2808,Texas,Wheeler County,5056
2809,Texas,Wichita County,132230
2810,Texas,Wilbarger County,12769
2811,Texas,Willacy County,21358
2812,Texas,Williamson County,590551
2813,Texas,Wilson County,51070
2814,Texas,Winkler County,8010
2815,Texas,Wise County,69984
2816,Texas,Wood County,45539
2817,Texas,Yoakum County,8713
2818,Texas,Young County,18010
2819,Texas,Zapata County,14179
2820,Texas,Zavala County,11840
2821,Utah,Utah,3205958
2822,Utah,Beaver County,6710
2823,Utah,Box Elder County,56046
2824,Utah,Cache County,128289
2825,Utah,Carbon County,20463
2826,Utah,Daggett County,950
2827,Utah,Davis County,355481
2828,Utah,Duchesne County,19938
2829,Utah,Emery County,10012
2830,Utah,Garfield County,5051
2831,Utah,Grand County,9754
2832,Utah,Iron County,54839
2833,Utah,Juab County,12017
2834,Utah,Kane County,7886
2835,Utah,Millard County,13188
2836,Utah,Morgan County,12124
2837,Utah,Piute County,1479
2838,Utah,Rich County,2483
2839,Utah,Salt Lake County,1160437
2840,Utah,San Juan County,15308
2841,Utah,Sanpete County,30939
2842,Utah,Sevier County,21620
2843,Utah,Summit County,42145
2844,Utah,Tooele County,72259
2845,Utah,Uintah County,35734
2846,Utah,Utah County,636235
2847,Utah,Wasatch County,34091
2848,Utah,Washington County,177556
2849,Utah,Wayne County,2711
2850,Utah,Weber County,260213
2851,Vermont,Vermont,623989
2852,Vermont,Addison County,36777
2853,Vermont,Bennington County,35470
2854,Vermont,Caledonia County,29993
2855,Vermont,Chittenden County,163774
2856,Vermont,Essex County,6163
2857,Vermont,Franklin County,49402
2858,Vermont,Grand Isle County,7235
2859,Vermont,Lamoille County,25362
2860,Vermont,Orange County,28892
2861,Vermont,Orleans County,27037
2862,Vermont,Rutland County,58191
2863,Vermont,Washington County,58409
2864,Vermont,Windham County,42222
2865,Vermont,Windsor County,55062
2866,Virginia,Virginia,8535519
2867,Virginia,Accomack County,32316
2868,Virginia,Albemarle County,109330
2869,Virginia,Alleghany County,14860
2870,Virginia,Amelia County,13145
2871,Virginia,Amherst County,31605
2872,Virginia,Appomattox County,15911
2873,Virginia,Arlington County,236842
2874,Virginia,Augusta County,75558
2875,Virginia,Bath County,4147
2876,Virginia,Bedford County,78997
2877,Virginia,Bland County,6280
2878,Virginia,Botetourt County,33419
2879,Virginia,Brunswick County,16231
2880,Virginia,Buchanan County,21004
2881,Virginia,Buckingham County,17148
2882,Virginia,Campbell County,54885
2883,Virginia,Caroline County,30725
2884,Virginia,Carroll County,29791
2885,Virginia,Charles City County,6963
2886,Virginia,Charlotte County,11880
2887,Virginia,Chesterfield County,352802
2888,Virginia,Clarke County,14619
2889,Virginia,Craig County,5131
2890,Virginia,Culpeper County,52605
2891,Virginia,Cumberland County,9932
2892,Virginia,Dickenson County,14318
2893,Virginia,Dinwiddie County,28544
2894,Virginia,Essex County,10953
2895,Virginia,Fairfax County,1147532
2896,Virginia,Fauquier County,71222
2897,Virginia,Floyd County,15749
2898,Virginia,Fluvanna County,27270
2899,Virginia,Franklin County,56042
2900,Virginia,Frederick County,89313
2901,Virginia,Giles County,16720
2902,Virginia,Gloucester County,37348
2903,Virginia,Goochland County,23753
2904,Virginia,Grayson County,15550
2905,Virginia,Greene County,19819
2906,Virginia,Greensville County,11336
2907,Virginia,Halifax County,33911
2908,Virginia,Hanover County,107766
2909,Virginia,Henrico County,330818
2910,Virginia,Henry County,50557
2911,Virginia,Highland County,2190
2912,Virginia,Isle of Wight County,37109
2913,Virginia,James City County,76523
2914,Virginia,King and Queen County,7025
2915,Virginia,King George County,26836
2916,Virginia,King William County,17148
2917,Virginia,Lancaster County,10603
2918,Virginia,Lee County,23423
2919,Virginia,Loudoun County,413538
2920,Virginia,Louisa County,37591
2921,Virginia,Lunenburg County,12196
2922,Virginia,Madison County,13261
2923,Virginia,Mathews County,8834
2924,Virginia,Mecklenburg County,30587
2925,Virginia,Middlesex County,10582
2926,Virginia,Montgomery County,98535
2927,Virginia,Nelson County,14930
2928,Virginia,New Kent County,23091
2929,Virginia,Northampton County,11710
2930,Virginia,Northumberland County,12095
2931,Virginia,Nottoway County,15232
2932,Virginia,Orange County,37051
2933,Virginia,Page County,23902
2934,Virginia,Patrick County,17608
2935,Virginia,Pittsylvania County,60354
2936,Virginia,Powhatan County,29652
2937,Virginia,Prince Edward County,22802
2938,Virginia,Prince George County,38353
2939,Virginia,Prince William County,470335
2940,Virginia,Pulaski County,34027
2941,Virginia,Rappahannock County,7370
2942,Virginia,Richmond County,9023
2943,Virginia,Roanoke County,94186
2944,Virginia,Rockbridge County,22573
2945,Virginia,Rockingham County,81948
2946,Virginia,Russell County,26586
2947,Virginia,Scott County,21566
2948,Virginia,Shenandoah County,43616
2949,Virginia,Smyth County,30104
2950,Virginia,Southampton County,17631
2951,Virginia,Spotsylvania County,136215
2952,Virginia,Stafford County,152882
2953,Virginia,Surry County,6422
2954,Virginia,Sussex County,11159
2955,Virginia,Tazewell County,40595
2956,Virginia,Warren County,40164
2957,Virginia,Washington County,53740
2958,Virginia,Westmoreland County,18015
2959,Virginia,Wise County,37383
2960,Virginia,Wythe County,28684
2961,Virginia,York County,68280
2962,Virginia,Alexandria city,159428
2963,Virginia,Bristol city,16762
2964,Virginia,Buena Vista city,6478
2965,Virginia,Charlottesville city,47266
2966,Virginia,Chesapeake city,244835
2967,Virginia,Colonial Heights city,17370
2968,Virginia,Covington city,5538
2969,Virginia,Danville city,40044
2970,Virginia,Emporia city,5346
2971,Virginia,Fairfax city,24019
2972,Virginia,Falls Church city,14617
2973,Virginia,Franklin city,7967
2974,Virginia,Fredericksburg city,29036
2975,Virginia,Galax city,6347
2976,Virginia,Hampton city,134510
2977,Virginia,Harrisonburg city,53016
2978,Virginia,Hopewell city,22529
2979,Virginia,Lexington city,7446
2980,Virginia,Lynchburg city,82168
2981,Virginia,Manassas city,41085
2982,Virginia,Manassas Park city,17478
2983,Virginia,Martinsville city,12554
2984,Virginia,Newport News city,179225
2985,Virginia,Norfolk city,242742
2986,Virginia,Norton city,3981
2987,Virginia,Petersburg city,31346
2988,Virginia,Poquoson city,12271
2989,Virginia,Portsmouth city,94398
2990,Virginia,Radford city,18249
2991,Virginia,Richmond city,230436
2992,Virginia,Roanoke city,99143
2993,Virginia,Salem city,25301
2994,Virginia,Staunton city,24932
2995,Virginia,Suffolk city,92108
2996,Virginia,Virginia Beach city,449974
2997,Virginia,Waynesboro city,22630
2998,Virginia,Williamsburg city,14954
2999,Virginia,Winchester city,28078
3000,Washington,Washington,7614893
3001,Washington,Adams County,19983
3002,Washington,Asotin County,22582
3003,Washington,Benton County,204390
3004,Washington,Chelan County,77200
3005,Washington,Clallam County,77331
3006,Washington,Clark County,488241
3007,Washington,Columbia County,3985
3008,Washington,Cowlitz County,110593
3009,Washington,Douglas County,43429
3010,Washington,Ferry County,7627
3011,Washington,Franklin County,95222
3012,Washington,Garfield County,2225
3013,Washington,Grant County,97733
3014,Washington,Grays Harbor County,75061
3015,Washington,Island County,85141
3016,Washington,Jefferson County,32221
3017,Washington,King County,2252782
3018,Washington,Kitsap County,271473
3019,Washington,Kittitas County,47935
3020,Washington,Klickitat County,22425
3021,Washington,Lewis County,80707
3022,Washington,Lincoln County,10939
3023,Washington,Mason County,66768
3024,Washington,Okanogan County,42243
3025,Washington,Pacific County,22471
3026,Washington,Pend Oreille County,13724
3027,Washington,Pierce County,904980
3028,Washington,San Juan County,17582
3029,Washington,Skagit County,129205
3030,Washington,Skamania County,12083
3031,Washington,Snohomish County,822083
3032,Washington,Spokane County,522798
3033,Washington,Stevens County,45723
3034,Washington,Thurston County,290536
3035,Washington,Wahkiakum County,4488
3036,Washington,Walla Walla County,60760
3037,Washington,Whatcom County,229247
3038,Washington,Whitman County,50104
3039,Washington,Yakima County,250873
3040,West Virginia,West Virginia,1792147
3041,West Virginia,Barbour County,16441
3042,West Virginia,Berkeley County,119171
3043,West Virginia,Boone County,21457
3044,West Virginia,Braxton County,13957
3045,West Virginia,Brooke County,21939
3046,West Virginia,Cabell County,91945
3047,West Virginia,Calhoun County,7109
3048,West Virginia,Clay County,8508
3049,West Virginia,Doddridge County,8448
3050,West Virginia,Fayette County,42406
3051,West Virginia,Gilmer County,7823
3052,West Virginia,Grant County,11568
3053,West Virginia,Greenbrier County,34662
3054,West Virginia,Hampshire County,23175
3055,West Virginia,Hancock County,28810
3056,West Virginia,Hardy County,13776
3057,West Virginia,Harrison County,67256
3058,West Virginia,Jackson County,28576
3059,West Virginia,Jefferson County,57146
3060,West Virginia,Kanawha County,178124
3061,West Virginia,Lewis County,15907
3062,West Virginia,Lincoln County,20409
3063,West Virginia,Logan County,32019
3064,West Virginia,McDowell County,17624
3065,West Virginia,Marion County,56072
3066,West Virginia,Marshall County,30531
3067,West Virginia,Mason County,26516
3068,West Virginia,Mercer County,58758
3069,West Virginia,Mineral County,26868
3070,West Virginia,Mingo County,23424
3071,West Virginia,Monongalia County,105612
3072,West Virginia,Monroe County,13275
3073,West Virginia,Morgan County,17884
3074,West Virginia,Nicholas County,24496
3075,West Virginia,Ohio County,41411
3076,West Virginia,Pendleton County,6969
3077,West Virginia,Pleasants County,7460
3078,West Virginia,Pocahontas County,8247
3079,West Virginia,Preston County,33432
3080,West Virginia,Putnam County,56450
3081,West Virginia,Raleigh County,73361
3082,West Virginia,Randolph County,28695
3083,West Virginia,Ritchie County,9554
3084,West Virginia,Roane County,13688
3085,West Virginia,Summers County,12573
3086,West Virginia,Taylor County,16695
3087,West Virginia,Tucker County,6839
3088,West Virginia,Tyler County,8591
3089,West Virginia,Upshur County,24176
3090,West Virginia,Wayne County,39402
3091,West Virginia,Webster County,8114
3092,West Virginia,Wetzel County,15065
3093,West Virginia,Wirt County,5821
3094,West Virginia,Wood County,83518
3095,West Virginia,Wyoming County,20394
3096,Wisconsin,Wisconsin,5822434
3097,Wisconsin,Adams County,20220
3098,Wisconsin,Ashland County,15562
3099,Wisconsin,Barron County,45244
3100,Wisconsin,Bayfield County,15036
3101,Wisconsin,Brown County,264542
3102,Wisconsin,Buffalo County,13031
3103,Wisconsin,Burnett County,15414
3104,Wisconsin,Calumet County,50089
3105,Wisconsin,Chippewa County,64658
3106,Wisconsin,Clark County,34774
3107,Wisconsin,Columbia County,57532
3108,Wisconsin,Crawford County,16131
3109,Wisconsin,Dane County,546695
3110,Wisconsin,Dodge County,87839
3111,Wisconsin,Door County,27668
3112,Wisconsin,Douglas County,43150
3113,Wisconsin,Dunn County,45368
3114,Wisconsin,Eau Claire County,104646
3115,Wisconsin,Florence County,4295
3116,Wisconsin,Fond du Lac County,103403
3117,Wisconsin,Forest County,9004
3118,Wisconsin,Grant County,51439
3119,Wisconsin,Green County,36960
3120,Wisconsin,Green Lake County,18913
3121,Wisconsin,Iowa County,23678
3122,Wisconsin,Iron County,5687
3123,Wisconsin,Jackson County,20643
3124,Wisconsin,Jefferson County,84769
3125,Wisconsin,Juneau County,26687
3126,Wisconsin,Kenosha County,169561
3127,Wisconsin,Kewaunee County,20434
3128,Wisconsin,La Crosse County,118016
3129,Wisconsin,Lafayette County,16665
3130,Wisconsin,Langlade County,19189
3131,Wisconsin,Lincoln County,27593
3132,Wisconsin,Manitowoc County,78981
3133,Wisconsin,Marathon County,135692
3134,Wisconsin,Marinette County,40350
3135,Wisconsin,Marquette County,15574
3136,Wisconsin,Menominee County,4556
3137,Wisconsin,Milwaukee County,945726
3138,Wisconsin,Monroe County,46253
3139,Wisconsin,Oconto County,37930
3140,Wisconsin,Oneida County,35595
3141,Wisconsin,Outagamie County,187885
3142,Wisconsin,Ozaukee County,89221
3143,Wisconsin,Pepin County,7287
3144,Wisconsin,Pierce County,42754
3145,Wisconsin,Polk County,43783
3146,Wisconsin,Portage County,70772
3147,Wisconsin,Price County,13351
3148,Wisconsin,Racine County,196311
3149,Wisconsin,Richland County,17252
3150,Wisconsin,Rock County,163354
3151,Wisconsin,Rusk County,14178
3152,Wisconsin,St. Croix County,90687
3153,Wisconsin,Sauk County,64442
3154,Wisconsin,Sawyer County,16558
3155,Wisconsin,Shawano County,40899
3156,Wisconsin,Sheboygan County,115340
3157,Wisconsin,Taylor County,20343
3158,Wisconsin,Trempealeau County,29649
3159,Wisconsin,Vernon County,30822
3160,Wisconsin,Vilas County,22195
3161,Wisconsin,Walworth County,103868
3162,Wisconsin,Washburn County,15720
3163,Wisconsin,Washington County,136034
3164,Wisconsin,Waukesha County,404198
3165,Wisconsin,Waupaca County,50990
3166,Wisconsin,Waushara County,24443
3167,Wisconsin,Winnebago County,171907
3168,Wisconsin,Wood County,72999
3169,Wyoming,Wyoming,578759
3170,Wyoming,Albany County,38880
3171,Wyoming,Big Horn County,11790
3172,Wyoming,Campbell County,46341
3173,Wyoming,Carbon County,14800
3174,Wyoming,Converse County,13822
3175,Wyoming,Crook County,7584
3176,Wyoming,Fremont County,39261
3177,Wyoming,Goshen County,13211
3178,Wyoming,Hot Springs County,4413
3179,Wyoming,Johnson County,8445
3180,Wyoming,Laramie County,99500
3181,Wyoming,Lincoln County,19830
3182,Wyoming,Natrona County,79858
3183,Wyoming,Niobrara County,2356
3184,Wyoming,Park County,29194
3185,Wyoming,Platte County,8393
3186,Wyoming,Sheridan County,30485
3187,Wyoming,Sublette County,9831
3188,Wyoming,Sweetwater County,42343
3189,Wyoming,Teton County,23464
3190,Wyoming,Uinta County,20226
3191,Wyoming,Washakie County,7805
3192,Wyoming,Weston County,6927
